Accession,Collection_Date,Host,Country,Subtype,Length,Isolate
XBR16373,3/2/2024,Homo sapiens,USA,H1N1,566,UM-CL24-590393
XBR15725,3/1/2024,Homo sapiens,USA,H3N2,566,UM-CL24-590392
XBR18666,3/2/2024,Homo sapiens,USA,,582,UM-CL24-590389
XBR18655,2/29/2024,Homo sapiens,USA,,582,UM-CL24-590388
XBR15668,3/1/2024,Homo sapiens,USA,H3N2,566,UM-CL24-590380
XBR16021,2/21/2024,Homo sapiens,USA,H3N2,566,UM-CL24-590348
XBR15793,2/18/2024,Homo sapiens,USA,H3N2,566,UM-CL24-590345
XBR16363,2/23/2024,Homo sapiens,USA,H1N1,566,UM-CL24-590344
XBR16343,2/23/2024,Homo sapiens,USA,H1N1,566,UM-CL24-590342
XBR16331,2/23/2024,Homo sapiens,USA,H1N1,566,UM-CL24-590341
XBR18646,2/15/2024,Homo sapiens,USA,,582,UM-CL24-590324
XBR15810,2/15/2024,Homo sapiens,USA,H3N2,566,UM-CL24-590321
XBR16328,2/15/2024,Homo sapiens,USA,H1N1,566,UM-CL24-590319
XBR16313,2/17/2024,Homo sapiens,USA,H1N1,566,UM-CL24-590315
XBR18636,2/17/2024,Homo sapiens,USA,,582,UM-CL24-590311
XBR15950,2/12/2024,Homo sapiens,USA,H3N2,566,UM-CL24-590310
XBR16054,2/7/2024,Homo sapiens,USA,H3N2,566,UM-CL24-590290
XBR16304,2/9/2024,Homo sapiens,USA,H1N1,566,UM-CL24-590289
XBR16292,2/7/2024,Homo sapiens,USA,H1N1,566,UM-CL24-590288
XBR16284,2/9/2024,Homo sapiens,USA,H1N1,566,UM-CL24-590283
XBR16265,2/7/2024,Homo sapiens,USA,H1N1,566,UM-CL24-590282
XBR15856,2/8/2024,Homo sapiens,USA,H3N2,566,UM-CL24-590280
XBR18620,2/11/2024,Homo sapiens,USA,,582,UM-CL24-590277
XBR18614,2/11/2024,Homo sapiens,USA,,582,UM-CL24-590276
XBR15700,2/4/2024,Homo sapiens,USA,H3N2,566,UM-CL24-590225
XBR15893,2/4/2024,Homo sapiens,USA,H3N2,566,UM-CL24-590222
XBR15967,2/4/2024,Homo sapiens,USA,H3N2,566,UM-CL24-590220
XBR16257,2/2/2024,Homo sapiens,USA,H1N1,566,UM-CL24-590218
XBR16252,1/28/2024,Homo sapiens,USA,H1N1,566,UM-CL24-590217
XBR16016,2/1/2024,Homo sapiens,USA,H3N2,566,UM-CL24-590200
XBR18597,2/1/2024,Homo sapiens,USA,,582,UM-CL24-590198
XBR16238,2/1/2024,Homo sapiens,USA,H1N1,566,UM-CL24-590197
XBR16059,2/1/2024,Homo sapiens,USA,H3N2,566,UM-CL24-590196
XBR16227,1/31/2024,Homo sapiens,USA,H1N1,566,UM-CL24-590195
XBR16216,2/1/2024,Homo sapiens,USA,H1N1,566,UM-CL24-590194
XBR15753,1/25/2024,Homo sapiens,USA,H3N2,566,UM-CL24-590172
XBR15769,1/8/2024,Homo sapiens,USA,H3N2,566,UM-CL24-590154
XBR15839,1/12/2024,Homo sapiens,USA,H3N2,566,UM-CL24-590141
XBR15695,1/3/2024,Homo sapiens,USA,H3N2,566,UM-CL24-590078
XBR18590,1/3/2024,Homo sapiens,USA,,582,UM-CL24-590070
XBR16200,1/1/2024,Homo sapiens,USA,H1N1,566,UM-CL24-590064
XBR16188,1/1/2024,Homo sapiens,USA,H1N1,566,UM-CL24-590063
XBR16180,1/1/2024,Homo sapiens,USA,H1N1,566,UM-CL24-590057
XBR16171,1/2/2024,Homo sapiens,USA,H1N1,566,UM-CL24-590055
XBR16160,1/1/2024,Homo sapiens,USA,H1N1,566,UM-CL24-590054
XBR18577,12/1/2023,Homo sapiens,USA,,582,UM-CL23-590678
XBR16154,11/16/2023,Homo sapiens,USA,H1N1,566,UM-CL23-590674
XBR16134,12/1/2023,Homo sapiens,USA,H1N1,566,UM-CL23-590672
XBR15709,11/30/2023,Homo sapiens,USA,H3N2,566,UM-CL23-590666
XBR16123,11/20/2023,Homo sapiens,USA,H1N1,566,UM-CL23-590665
XBR18562,11/26/2023,Homo sapiens,USA,,582,UM-CL23-590660
XBR16121,11/16/2023,Homo sapiens,USA,H1N1,566,UM-CL23-590649
XBR16105,11/19/2023,Homo sapiens,USA,H1N1,566,UM-CL23-590642
XBR15817,11/20/2023,Homo sapiens,USA,H3N2,566,UM-CL23-590638
XBR16092,11/20/2023,Homo sapiens,USA,H1N1,566,UM-CL23-590637
XBR15926,11/14/2023,Homo sapiens,USA,H3N2,566,UM-CL23-590635
XBR16082,11/8/2023,Homo sapiens,USA,H1N1,566,UM-CL23-590632
XBR16072,11/20/2023,Homo sapiens,USA,H1N1,566,UM-CL23-590631
XBR18554,11/16/2023,Homo sapiens,USA,,582,UM-CL23-590616
XTK64210,3/18/2025,Homo sapiens,USA,H3N2,566,UM-CC1348
XTK64374,1/31/2025,Homo sapiens,USA,H3N2,566,UM-CC1307
XTK64226,1/22/2025,Homo sapiens,USA,H3N2,566,UM-CC1306
WZN18427,3/13/2024,Homo sapiens,USA,H3N2,566,UM-CC1123
WZN18728,3/13/2024,Homo sapiens,USA,H3N2,566,UM-CC1121
WZN18535,12/21/2023,Homo sapiens,USA,H3N2,566,UM-CC1098
XXH81843,5/23/2025,Homo sapiens,USA,H3N2,566,UM-10064245624
XXH82153,5/22/2025,Homo sapiens,USA,H1N1,566,UM-10064223912
XXH80891,5/21/2025,Homo sapiens,USA,,582,UM-10064218264
XXH80880,5/20/2025,Homo sapiens,USA,,582,UM-10064173014
XXH82142,5/19/2025,Homo sapiens,USA,H1N1,566,UM-10064154595
XXH81837,5/18/2025,Homo sapiens,USA,H3N2,566,UM-10064147232
XXH80872,5/16/2025,Homo sapiens,USA,,582,UM-10064130910
XXH82140,5/15/2025,Homo sapiens,USA,H1N1,566,UM-10064105905
XXH82130,5/14/2025,Homo sapiens,USA,H1N1,566,UM-10064085473
XXH80858,5/13/2025,Homo sapiens,USA,,582,UM-10064060801
XXH80848,5/13/2025,Homo sapiens,USA,,582,UM-10064057280
XUB17540,5/6/2025,Homo sapiens,USA,,582,UM-10063904599
XUB17529,5/5/2025,Homo sapiens,USA,,582,UM-10063896703
XUB17524,5/5/2025,Homo sapiens,USA,,582,UM-10063875767
XUB17510,5/4/2025,Homo sapiens,USA,,582,UM-10063873340
XUB19225,5/2/2025,Homo sapiens,USA,H1N1,566,UM-10063855995
XUB17502,5/1/2025,Homo sapiens,USA,,582,UM-10063829329
XUB17490,4/30/2025,Homo sapiens,USA,,582,UM-10063814388
XUB17478,4/30/2025,Homo sapiens,USA,,582,UM-10063801435
XUB17472,4/30/2025,Homo sapiens,USA,,582,UM-10063799984
XUB17451,4/29/2025,Homo sapiens,USA,,582,UM-10063774282
XUB17442,4/28/2025,Homo sapiens,USA,,582,UM-10063765127
XUB17439,4/27/2025,Homo sapiens,USA,,582,UM-10063738487
XTK67908,4/27/2025,Homo sapiens,USA,H1N1,566,UM-10063738210
XUB17426,4/27/2025,Homo sapiens,USA,,582,UM-10063736918
XUB17414,4/26/2025,Homo sapiens,USA,,582,UM-10063732842
XUB17400,4/25/2025,Homo sapiens,USA,,582,UM-10063724406
XUB17388,4/25/2025,Homo sapiens,USA,,582,UM-10063721036
XTK67896,4/24/2025,Homo sapiens,USA,H1N1,566,UM-10063702350
XTK67463,4/24/2025,Homo sapiens,USA,H3N2,566,UM-10063685306
XUB17379,4/23/2025,Homo sapiens,USA,,582,UM-10063675398
XUB17365,4/23/2025,Homo sapiens,USA,,582,UM-10063673436
XUB16090,4/22/2025,Homo sapiens,USA,,582,UM-10063650151
XTK67546,4/22/2025,Homo sapiens,USA,H3N2,566,UM-10063648940
XTK67456,4/22/2025,Homo sapiens,USA,H3N2,566,UM-10063648826
XTK65877,4/21/2025,Homo sapiens,USA,H3N2,566,UM-10063615822
XTK65917,4/20/2025,Homo sapiens,USA,H3N2,566,UM-10063602398
XTK66082,4/20/2025,Homo sapiens,USA,H1N1,566,UM-10063601142
XTK65755,4/20/2025,Homo sapiens,USA,H3N2,566,UM-10063597290
XUB16076,4/19/2025,Homo sapiens,USA,,582,UM-10063595918
XUB16071,4/19/2025,Homo sapiens,USA,,582,UM-10063595332
XUB16051,4/18/2025,Homo sapiens,USA,,582,UM-10063588021
XUB16041,4/18/2025,Homo sapiens,USA,,582,UM-10063586934
XUB16031,4/18/2025,Homo sapiens,USA,,582,UM-10063581065
XTK66070,4/18/2025,Homo sapiens,USA,H1N1,566,UM-10063578084
XTK66059,4/17/2025,Homo sapiens,USA,H1N1,566,UM-10063560132
XUB16024,4/17/2025,Homo sapiens,USA,,582,UM-10063540652
XTK66053,4/16/2025,Homo sapiens,USA,H1N1,566,UM-10063525267
XUB17038,4/15/2025,Homo sapiens,USA,,582,UM-10063502265
XTK63685,4/15/2025,Homo sapiens,USA,H3N2,566,UM-10063501615
XTK63825,4/14/2025,Homo sapiens,USA,H3N2,566,UM-10063490227
XTK64021,4/14/2025,Homo sapiens,USA,H1N1,566,UM-10063490224
XTK63735,4/14/2025,Homo sapiens,USA,H3N2,566,UM-10063489375
XTK63812,4/14/2025,Homo sapiens,USA,H3N2,566,UM-10063488845
XUB17026,4/14/2025,Homo sapiens,USA,,582,UM-10063487255
XTK63558,4/13/2025,Homo sapiens,USA,H3N2,566,UM-10063464114
XUB17019,4/11/2025,Homo sapiens,USA,,582,UM-10063448830
XUB17001,4/10/2025,Homo sapiens,USA,,582,UM-10063426261
XUB16991,4/10/2025,Homo sapiens,USA,,582,UM-10063426242
XTK64017,4/8/2025,Homo sapiens,USA,H1N1,566,UM-10063375669
XTK63496,4/8/2025,Homo sapiens,USA,H3N2,566,UM-10063373742
XTK64001,4/7/2025,Homo sapiens,USA,H1N1,566,UM-10063347914
XUB16980,4/7/2025,Homo sapiens,USA,,582,UM-10063337981
XTK63623,4/7/2025,Homo sapiens,USA,H3N2,566,UM-10063328977
XUB16969,4/6/2025,Homo sapiens,USA,,582,UM-10063328071
XTK63753,4/6/2025,Homo sapiens,USA,H3N2,566,UM-10063327251
XTK63652,4/5/2025,Homo sapiens,USA,H3N2,566,UM-10063318127
XTK63584,4/4/2025,Homo sapiens,USA,H3N2,566,UM-10063304356
XTK63988,4/4/2025,Homo sapiens,USA,H1N1,566,UM-10063297456
XUB16962,4/4/2025,Homo sapiens,USA,,582,UM-10063295761
XTK63612,4/4/2025,Homo sapiens,USA,H3N2,566,UM-10063295534
XTK66676,4/3/2025,Homo sapiens,USA,H1N1,566,UM-10063289933
XTK63981,4/3/2025,Homo sapiens,USA,H1N1,566,UM-10063289880
XTK63527,4/3/2025,Homo sapiens,USA,H3N2,566,UM-10063282980
XUB16948,4/3/2025,Homo sapiens,USA,,582,UM-10063282920
XUB16941,4/2/2025,Homo sapiens,USA,,582,UM-10063244996
XTK66264,4/1/2025,Homo sapiens,USA,H3N2,566,UM-10063241865
XTK66663,4/1/2025,Homo sapiens,USA,H1N1,566,UM-10063240301
XUB16929,4/1/2025,Homo sapiens,USA,,582,UM-10063239245
XUB16918,4/1/2025,Homo sapiens,USA,,582,UM-10063238208
XTK66652,4/1/2025,Homo sapiens,USA,H1N1,566,UM-10063227866
XTK66644,4/1/2025,Homo sapiens,USA,H1N1,566,UM-10063227030
XTK66116,3/31/2025,Homo sapiens,USA,H3N2,566,UM-10063218886
XTK66631,3/31/2025,Homo sapiens,USA,H1N1,566,UM-10063203993
XUB16907,3/29/2025,Homo sapiens,USA,,582,UM-10063184708
XUB16895,3/28/2025,Homo sapiens,USA,,582,UM-10063180661
XTK66256,3/28/2025,Homo sapiens,USA,H3N2,566,UM-10063169199
XTK66224,3/28/2025,Homo sapiens,USA,H3N2,566,UM-10063166631
XTK66619,3/27/2025,Homo sapiens,USA,H1N1,566,UM-10063160512
XTK66139,3/27/2025,Homo sapiens,USA,H3N2,566,UM-10063160161
XTK66413,3/27/2025,Homo sapiens,USA,H3N2,566,UM-10063155032
XTK66608,3/26/2025,Homo sapiens,USA,H1N1,566,UM-10063139613
XTK66303,3/26/2025,Homo sapiens,USA,H3N2,566,UM-10063136964
XTK66343,3/26/2025,Homo sapiens,USA,H3N2,566,UM-10063125815
XTK66115,3/25/2025,Homo sapiens,USA,H3N2,566,UM-10063118332
XTK66594,3/25/2025,Homo sapiens,USA,H1N1,566,UM-10063115164
XTK66236,3/25/2025,Homo sapiens,USA,H3N2,566,UM-10063113430
XTK66361,3/25/2025,Homo sapiens,USA,H3N2,566,UM-10063109528
XTK66319,3/25/2025,Homo sapiens,USA,H3N2,566,UM-10063105901
XTK66582,3/24/2025,Homo sapiens,USA,H1N1,566,UM-10063097011
XTK66201,3/24/2025,Homo sapiens,USA,H3N2,566,UM-10063095184
XRL32725,3/24/2025,Homo sapiens,USA,,582,UM-10063094689
XTK66354,3/24/2025,Homo sapiens,USA,H3N2,566,UM-10063093600
XTK66283,3/24/2025,Homo sapiens,USA,H3N2,566,UM-10063081638
XTK66188,3/23/2025,Homo sapiens,USA,H3N2,566,UM-10063075142
XTK66576,3/23/2025,Homo sapiens,USA,H1N1,566,UM-10063074332
XTK66561,3/23/2025,Homo sapiens,USA,H1N1,566,UM-10063074254
XTK66212,3/23/2025,Homo sapiens,USA,H3N2,566,UM-10063073541
XTK66555,3/23/2025,Homo sapiens,USA,H1N1,566,UM-10063072536
XTK66537,3/23/2025,Homo sapiens,USA,H1N1,566,UM-10063070721
XTK66098,3/22/2025,Homo sapiens,USA,H3N2,566,UM-10063069041
XTK66530,3/22/2025,Homo sapiens,USA,H1N1,566,UM-10063068455
XTK66521,3/22/2025,Homo sapiens,USA,H1N1,566,UM-10063067590
XTK66287,3/22/2025,Homo sapiens,USA,H3N2,566,UM-10063066913
XTK66391,3/22/2025,Homo sapiens,USA,H3N2,566,UM-10063066570
XTK66379,3/22/2025,Homo sapiens,USA,H3N2,566,UM-10063064241
XTK66506,3/21/2025,Homo sapiens,USA,H1N1,566,UM-10063060721
XTK66502,3/21/2025,Homo sapiens,USA,H1N1,566,UM-10063058848
XTK66489,3/21/2025,Homo sapiens,USA,H1N1,566,UM-10063058288
XTK66476,3/21/2025,Homo sapiens,USA,H1N1,566,UM-10063057299
XTK66461,3/21/2025,Homo sapiens,USA,H1N1,566,UM-10063053388
XTK66452,3/21/2025,Homo sapiens,USA,H1N1,566,UM-10063051409
XTK66445,3/21/2025,Homo sapiens,USA,H1N1,566,UM-10063047685
XTK66171,3/21/2025,Homo sapiens,USA,H3N2,566,UM-10063045095
XTK66150,3/21/2025,Homo sapiens,USA,H3N2,566,UM-10063040787
XTK66402,3/20/2025,Homo sapiens,USA,H3N2,566,UM-10063034659
XTK66327,3/20/2025,Homo sapiens,USA,H3N2,566,UM-10063031974
XTK66160,3/20/2025,Homo sapiens,USA,H3N2,566,UM-10063030423
XTK66432,3/20/2025,Homo sapiens,USA,H1N1,566,UM-10063015890
XTK66426,3/19/2025,Homo sapiens,USA,H1N1,566,UM-10063013758
XTK66181,3/19/2025,Homo sapiens,USA,H3N2,566,UM-10063013154
XTK62634,3/19/2025,Homo sapiens,USA,H1N1,566,UM-10063013011
XRL32713,3/19/2025,Homo sapiens,USA,,582,UM-10063009964
XTK62621,3/19/2025,Homo sapiens,USA,H1N1,566,UM-10063000358
XTK62609,3/19/2025,Homo sapiens,USA,H1N1,566,UM-10062998611
XRL32709,3/19/2025,Homo sapiens,USA,,582,UM-10062998108
XTK62591,3/19/2025,Homo sapiens,USA,H1N1,566,UM-10062996144
XTK62581,3/18/2025,Homo sapiens,USA,H1N1,566,UM-10062989643
XTK62579,3/18/2025,Homo sapiens,USA,H1N1,566,UM-10062988972
XTK62565,3/18/2025,Homo sapiens,USA,H1N1,566,UM-10062988354
XTK62552,3/18/2025,Homo sapiens,USA,H1N1,566,UM-10062988334
XTK62538,3/18/2025,Homo sapiens,USA,H1N1,566,UM-10062982421
XTK63444,3/18/2025,Homo sapiens,USA,H1N1,566,UM-10062975993
XTK62532,3/18/2025,Homo sapiens,USA,H1N1,566,UM-10062974523
XTK63022,3/18/2025,Homo sapiens,USA,H3N2,566,UM-10062969855
XTK63437,3/17/2025,Homo sapiens,USA,H1N1,566,UM-10062962280
XTK62515,3/17/2025,Homo sapiens,USA,H1N1,566,UM-10062961809
XTK63429,3/17/2025,Homo sapiens,USA,H1N1,566,UM-10062961802
XTK62503,3/17/2025,Homo sapiens,USA,H1N1,566,UM-10062958474
XTK62500,3/17/2025,Homo sapiens,USA,H1N1,566,UM-10062957190
XTK63042,3/17/2025,Homo sapiens,USA,H3N2,566,UM-10062954339
XTK62817,3/17/2025,Homo sapiens,USA,H3N2,566,UM-10062954027
XTK62491,3/17/2025,Homo sapiens,USA,H1N1,566,UM-10062953964
XTK63413,3/17/2025,Homo sapiens,USA,H1N1,566,UM-10062945730
XTK62808,3/16/2025,Homo sapiens,USA,H3N2,566,UM-10062939022
XRL32695,3/16/2025,Homo sapiens,USA,,582,UM-10062938497
XTK62476,3/16/2025,Homo sapiens,USA,H1N1,566,UM-10062937456
XTK63400,3/16/2025,Homo sapiens,USA,H1N1,566,UM-10062937454
XTK62970,3/16/2025,Homo sapiens,USA,H3N2,566,UM-10062937436
XTK63391,3/16/2025,Homo sapiens,USA,H1N1,566,UM-10062937429
XTK62464,3/16/2025,Homo sapiens,USA,H1N1,566,UM-10062935319
XTK62853,3/15/2025,Homo sapiens,USA,H3N2,566,UM-10062934488
XTK62941,3/15/2025,Homo sapiens,USA,H3N2,566,UM-10062933611
XTK63387,3/15/2025,Homo sapiens,USA,H1N1,566,UM-10062932027
XTK63376,3/15/2025,Homo sapiens,USA,H1N1,566,UM-10062929694
XTK63364,3/15/2025,Homo sapiens,USA,H1N1,566,UM-10062928997
XTK63350,3/15/2025,Homo sapiens,USA,H1N1,566,UM-10062926442
XTK63339,3/14/2025,Homo sapiens,USA,H1N1,566,UM-10062925926
XTK63327,3/14/2025,Homo sapiens,USA,H1N1,566,UM-10062925149
XTK63321,3/14/2025,Homo sapiens,USA,H1N1,566,UM-10062925078
XTK63305,3/14/2025,Homo sapiens,USA,H1N1,566,UM-10062920375
XTK63299,3/14/2025,Homo sapiens,USA,H1N1,566,UM-10062918402
XTK62886,3/14/2025,Homo sapiens,USA,H3N2,566,UM-10062917717
XTK62979,3/14/2025,Homo sapiens,USA,H3N2,566,UM-10062917113
XTK62795,3/14/2025,Homo sapiens,USA,H3N2,566,UM-10062915572
XTK63046,3/14/2025,Homo sapiens,USA,H3N2,566,UM-10062912731
XTK62986,3/14/2025,Homo sapiens,USA,H3N2,566,UM-10062906539
XTK63284,3/14/2025,Homo sapiens,USA,H1N1,566,UM-10062904781
XTK63267,3/14/2025,Homo sapiens,USA,H1N1,566,UM-10062903195
XTK62913,3/13/2025,Homo sapiens,USA,H3N2,566,UM-10062898523
XTK62954,3/13/2025,Homo sapiens,USA,H3N2,566,UM-10062897423
XTK62895,3/13/2025,Homo sapiens,USA,H3N2,566,UM-10062896304
XTK63266,3/13/2025,Homo sapiens,USA,H1N1,566,UM-10062894394
XTK63005,3/13/2025,Homo sapiens,USA,H3N2,566,UM-10062891795
XTK63057,3/13/2025,Homo sapiens,USA,H3N2,566,UM-10062889112
XTK63254,3/13/2025,Homo sapiens,USA,H1N1,566,UM-10062885652
XTK63238,3/13/2025,Homo sapiens,USA,H1N1,566,UM-10062883189
XTK63229,3/13/2025,Homo sapiens,USA,H1N1,566,UM-10062878439
XTK63215,3/12/2025,Homo sapiens,USA,H1N1,566,UM-10062875549
XTK63201,3/12/2025,Homo sapiens,USA,H1N1,566,UM-10062874353
XTK62925,3/12/2025,Homo sapiens,USA,H3N2,566,UM-10062873147
XTK63197,3/12/2025,Homo sapiens,USA,H1N1,566,UM-10062873028
XTK63185,3/12/2025,Homo sapiens,USA,H1N1,566,UM-10062865271
XTK63172,3/12/2025,Homo sapiens,USA,H1N1,566,UM-10062856418
XTK63162,3/12/2025,Homo sapiens,USA,H1N1,566,UM-10062853765
XTK62784,3/12/2025,Homo sapiens,USA,H3N2,566,UM-10062853744
XTK63147,3/11/2025,Homo sapiens,USA,H1N1,566,UM-10062852859
XTK63140,3/11/2025,Homo sapiens,USA,H1N1,566,UM-10062852288
XTK62906,3/11/2025,Homo sapiens,USA,H3N2,566,UM-10062850858
XTK63125,3/11/2025,Homo sapiens,USA,H1N1,566,UM-10062850816
XTK62849,3/11/2025,Homo sapiens,USA,H3N2,566,UM-10062850357
XTK63117,3/11/2025,Homo sapiens,USA,H1N1,566,UM-10062849628
XTK63109,3/11/2025,Homo sapiens,USA,H1N1,566,UM-10062846629
XTK62869,3/11/2025,Homo sapiens,USA,H3N2,566,UM-10062841992
XTK63096,3/11/2025,Homo sapiens,USA,H1N1,566,UM-10062841465
XTK63090,3/11/2025,Homo sapiens,USA,H1N1,566,UM-10062839888
XTK63074,3/11/2025,Homo sapiens,USA,H1N1,566,UM-10062836345
XTK62831,3/11/2025,Homo sapiens,USA,H3N2,566,UM-10062835906
XTK63015,3/11/2025,Homo sapiens,USA,H3N2,566,UM-10062834585
XRL35165,3/8/2025,Homo sapiens,USA,H3N2,566,UM-10062797133
XRL34931,3/8/2025,Homo sapiens,USA,H3N2,566,UM-10062789914
XRL35555,3/7/2025,Homo sapiens,USA,H1N1,566,UM-10062787436
XRL35545,3/7/2025,Homo sapiens,USA,H1N1,566,UM-10062786977
XRL35001,3/7/2025,Homo sapiens,USA,H3N2,566,UM-10062786673
XRL35534,3/7/2025,Homo sapiens,USA,H1N1,566,UM-10062774549
XRL35520,3/7/2025,Homo sapiens,USA,H1N1,566,UM-10062772322
XRL34878,3/7/2025,Homo sapiens,USA,H3N2,566,UM-10062770074
XRL35070,3/6/2025,Homo sapiens,USA,H3N2,566,UM-10062763108
XRL35505,3/6/2025,Homo sapiens,USA,H1N1,566,UM-10062762928
XRL35502,3/6/2025,Homo sapiens,USA,H1N1,566,UM-10062762907
XRL32690,3/6/2025,Homo sapiens,USA,,582,UM-10062762272
XRL35493,3/6/2025,Homo sapiens,USA,H1N1,566,UM-10062761162
XRL35477,3/6/2025,Homo sapiens,USA,H1N1,566,UM-10062758503
XRL35466,3/6/2025,Homo sapiens,USA,H1N1,566,UM-10062750335
XRL35459,3/6/2025,Homo sapiens,USA,H1N1,566,UM-10062749109
XRL35034,3/6/2025,Homo sapiens,USA,H3N2,566,UM-10062747616
XRL35442,3/6/2025,Homo sapiens,USA,H1N1,566,UM-10062743946
XRL35434,3/6/2025,Homo sapiens,USA,H1N1,566,UM-10062741779
XRL34946,3/5/2025,Homo sapiens,USA,H3N2,566,UM-10062740162
XRL34956,3/5/2025,Homo sapiens,USA,H3N2,566,UM-10062739957
XRL34904,3/5/2025,Homo sapiens,USA,H3N2,566,UM-10062739764
XRL35423,3/5/2025,Homo sapiens,USA,H1N1,566,UM-10062738040
XRL35086,3/5/2025,Homo sapiens,USA,H3N2,566,UM-10062736585
XRL35146,3/5/2025,Homo sapiens,USA,H3N2,566,UM-10062735885
XRL35412,3/5/2025,Homo sapiens,USA,H1N1,566,UM-10062735586
XRL35401,3/5/2025,Homo sapiens,USA,H1N1,566,UM-10062732773
XRL35107,3/5/2025,Homo sapiens,USA,H3N2,566,UM-10062731955
XRL33494,3/5/2025,Homo sapiens,USA,H3N2,566,UM-10062731718
XRL33502,3/5/2025,Homo sapiens,USA,H3N2,566,UM-10062731697
XRL35386,3/5/2025,Homo sapiens,USA,H1N1,566,UM-10062729510
XRL35009,3/5/2025,Homo sapiens,USA,H3N2,566,UM-10062729065
XRL35375,3/5/2025,Homo sapiens,USA,H1N1,566,UM-10062727992
XRL34040,3/5/2025,Homo sapiens,USA,H1N1,566,UM-10062726925
XRL34030,3/5/2025,Homo sapiens,USA,H1N1,566,UM-10062726636
XRL35019,3/5/2025,Homo sapiens,USA,H3N2,566,UM-10062723796
XRL34962,3/4/2025,Homo sapiens,USA,H3N2,566,UM-10062716517
XRL34989,3/4/2025,Homo sapiens,USA,H3N2,566,UM-10062716477
XRL35044,3/4/2025,Homo sapiens,USA,H3N2,566,UM-10062715027
XRL35367,3/4/2025,Homo sapiens,USA,H1N1,566,UM-10062713947
XRL35352,3/4/2025,Homo sapiens,USA,H1N1,566,UM-10062713599
XRL35117,3/4/2025,Homo sapiens,USA,H3N2,566,UM-10062713539
XRL34917,3/4/2025,Homo sapiens,USA,H3N2,566,UM-10062712983
XRL34020,3/4/2025,Homo sapiens,USA,H1N1,566,UM-10062709914
XRL35344,3/4/2025,Homo sapiens,USA,H1N1,566,UM-10062706639
XRL35151,3/4/2025,Homo sapiens,USA,H3N2,566,UM-10062705607
XRL35338,3/4/2025,Homo sapiens,USA,H1N1,566,UM-10062704718
XRL33706,3/4/2025,Homo sapiens,USA,H3N2,566,UM-10062704539
XRL35326,3/4/2025,Homo sapiens,USA,H1N1,566,UM-10062702120
XRL35095,3/4/2025,Homo sapiens,USA,H3N2,566,UM-10062701365
XRL33625,3/4/2025,Homo sapiens,USA,H3N2,566,UM-10062697760
XRL34011,3/4/2025,Homo sapiens,USA,H1N1,566,UM-10062693478
XRL33686,3/3/2025,Homo sapiens,USA,H3N2,566,UM-10062691386
XRL34001,3/3/2025,Homo sapiens,USA,H1N1,566,UM-10062690467
XRL33723,3/3/2025,Homo sapiens,USA,H3N2,566,UM-10062690290
XRL33640,3/3/2025,Homo sapiens,USA,H3N2,566,UM-10062689720
XRL33540,3/3/2025,Homo sapiens,USA,H3N2,566,UM-10062689131
XRL33986,3/3/2025,Homo sapiens,USA,H1N1,566,UM-10062689116
XRL33528,3/3/2025,Homo sapiens,USA,H3N2,566,UM-10062688611
XRL33975,3/3/2025,Homo sapiens,USA,H1N1,566,UM-10062684142
XRL33966,3/3/2025,Homo sapiens,USA,H1N1,566,UM-10062682654
XRL33953,3/3/2025,Homo sapiens,USA,H1N1,566,UM-10062679016
XRL33939,3/3/2025,Homo sapiens,USA,H1N1,566,UM-10062678769
XRL33928,3/3/2025,Homo sapiens,USA,H1N1,566,UM-10062677445
XRL33919,3/3/2025,Homo sapiens,USA,H1N1,566,UM-10062676805
XRL33909,3/3/2025,Homo sapiens,USA,H1N1,566,UM-10062676548
XRL33902,3/3/2025,Homo sapiens,USA,H1N1,566,UM-10062676055
XRL33886,3/3/2025,Homo sapiens,USA,H1N1,566,UM-10062673359
XRL33870,3/2/2025,Homo sapiens,USA,H1N1,566,UM-10062667565
XRL33864,3/2/2025,Homo sapiens,USA,H1N1,566,UM-10062667477
XRL33849,3/2/2025,Homo sapiens,USA,H1N1,566,UM-10062667206
XRL33587,3/2/2025,Homo sapiens,USA,H3N2,566,UM-10062666713
XRL33652,3/2/2025,Homo sapiens,USA,H3N2,566,UM-10062666686
XRL33843,3/2/2025,Homo sapiens,USA,H1N1,566,UM-10062666624
XRL33830,3/2/2025,Homo sapiens,USA,H1N1,566,UM-10062666168
XRL33555,3/2/2025,Homo sapiens,USA,H3N2,566,UM-10062665730
XRL33613,3/2/2025,Homo sapiens,USA,H3N2,566,UM-10062665315
XRL33694,3/2/2025,Homo sapiens,USA,H3N2,566,UM-10062665151
XRL33662,3/2/2025,Homo sapiens,USA,H3N2,566,UM-10062664743
XRL33824,3/2/2025,Homo sapiens,USA,H1N1,566,UM-10062663838
XRL33578,3/1/2025,Homo sapiens,USA,H3N2,566,UM-10062662001
XRL33805,3/1/2025,Homo sapiens,USA,H1N1,566,UM-10062661888
XRL33605,3/1/2025,Homo sapiens,USA,H3N2,566,UM-10062661757
XRL32072,3/1/2025,Homo sapiens,USA,H3N2,566,UM-10062661482
XRL33801,3/1/2025,Homo sapiens,USA,H1N1,566,UM-10062660870
XRL33788,3/1/2025,Homo sapiens,USA,H1N1,566,UM-10062660799
XRL31890,3/1/2025,Homo sapiens,USA,H3N2,566,UM-10062659079
